ID	VOTES
6760	0
16241	0
16691	0
16811	0
21391	1
21431	-1
21491	1
7920	0
1311	62
1361	4
1391	0
290	2
1951	1
2571	0
630	0
2841	1
2110	0
11661	0
4990	0
7981	0
8061	0
8251	3
8541	1
13801	2
13831	4
5630	0
13841	1
5650	0
7430	0
7820	0
21091	0
18441	0
18471	1
18621	1
31	0
5081	0
10761	0
10951	0
11321	0
16111	3
21051	-10
21121	6
7830	0
7840	-3
21241	0
7910	0
21341	2
21691	0
1241	1
3261	1
7931	1
13601	4
13621	0
13631	0
13911	0
5670	0
5700	4
14391	0
14411	0
5940	0
5950	0
18421	1
18451	1
5061	0
5091	0
5421	0
10681	5
10701	0
11831	0
12141	0
16101	3
16151	1
16201	2
6780	3
7010	0
16391	0
16851	0
18901	1
20751	0
21311	2
21331	0
1231	0
1301	0
1411	1
1501	2
1511	1
3351	2
7821	1
7971	0
9751	1
10181	0
3710	0
13551	0
14091	0
18391	0
11	0
5001	1
5691	0
10641	0
10651	0
16081	0
21201	3
21221	0
21231	0
7850	0
21371	0
21631	0
1201	1
1211	0
4781	0
7731	0
13451	0
13471	0
13481	0
5420	0
13651	1
13731	0
