ID	ABSOLUTE_POS	RELATIVE_POS	ABSOLUTE_NEG	RELATIVE_NEG
2181	4.0000	0.0714	4.0000	0.0714
1060	5.0000	0.0521	5.0000	0.0521
2231	2.0000	0.0488	2.0000	0.0488
2241	0.0000	0.0000	0.0000	0.0000
2251	3.0000	0.0625	3.0000	0.0625
2261	6.0000	0.0545	6.0000	0.0545
2301	2.0000	0.0290	2.0000	0.0290
1070	3.0000	0.0400	3.0000	0.0400
1530	3.0000	0.0380	3.0000	0.0380
2321	1.0000	0.0370	1.0000	0.0370
900	2.0000	0.0351	2.0000	0.0351
970	4.0000	0.0455	4.0000	0.0455
2331	3.0000	0.0476	3.0000	0.0476
580	4.0000	0.0430	4.0000	0.0430
590	5.0000	0.0420	5.0000	0.0420
1340	7.0000	0.0380	7.0000	0.0380
1630	8.0000	0.0379	8.0000	0.0379
2351	4.0000	0.0364	4.0000	0.0364
2361	0.0000	0.0000	0.0000	0.0000
1670	0.0000	0.0000	0.0000	0.0000
2371	0.0000	0.0000	0.0000	0.0000
2411	2.0000	0.0238	2.0000	0.0238
2461	2.0000	0.0408	2.0000	0.0408
2501	1.0000	0.0147	1.0000	0.0147
2511	1.0000	0.0227	1.0000	0.0227
2521	1.0000	0.0238	1.0000	0.0238
2531	0.0000	0.0000	0.0000	0.0000
2541	2.0000	0.0333	2.0000	0.0333
2551	2.0000	0.0833	2.0000	0.0833
2591	0.0000	0.0000	0.0000	0.0000
2611	3.0000	0.0326	3.0000	0.0326
2661	2.0000	0.0426	2.0000	0.0426
2701	3.0000	0.0750	3.0000	0.0750
2871	3.0000	0.0435	3.0000	0.0435
2891	2.0000	0.0370	2.0000	0.0370
2901	0.0000	0.0000	0.0000	0.0000
1970	0.0000	0.0000	0.0000	0.0000
2931	0.0000	0.0000	0.0000	0.0000
2941	0.0000	0.0000	0.0000	0.0000
2951	1.0000	0.0189	1.0000	0.0189
2971	0.0000	0.0000	0.0000	0.0000
2981	2.0000	0.0256	2.0000	0.0256
700	3.0000	0.0319	3.0000	0.0319
2991	0.0000	0.0000	0.0000	0.0000
3001	4.0000	0.0336	4.0000	0.0336
3011	4.0000	0.0519	4.0000	0.0519
3021	2.0000	0.0267	2.0000	0.0267
810	2.0000	0.0253	2.0000	0.0253
3031	1.0000	0.0222	1.0000	0.0222
3051	1.0000	0.0185	1.0000	0.0185
3061	0.0000	0.0000	0.0000	0.0000
3071	4.0000	0.0430	4.0000	0.0430
820	4.0000	0.0421	4.0000	0.0421
3081	2.0000	0.0235	2.0000	0.0235
3131	7.0000	0.0737	7.0000	0.0737
3141	1.0000	0.0345	1.0000	0.0345
1660	1.0000	0.0175	1.0000	0.0175
3181	0.0000	0.0000	0.0000	0.0000
3201	0.0000	0.0000	0.0000	0.0000
980	1.0000	0.0133	1.0000	0.0133
1290	2.0000	0.0202	2.0000	0.0202
3251	2.0000	0.0339	2.0000	0.0339
3291	1.0000	0.0169	1.0000	0.0169
3361	0.0000	0.0000	0.0000	0.0000
3381	4.0000	0.0392	4.0000	0.0392
910	5.0000	0.0316	5.0000	0.0316
1420	8.0000	0.0406	8.0000	0.0406
3431	2.0000	0.0139	2.0000	0.0139
3461	4.0000	0.0290	4.0000	0.0290
3481	5.0000	0.0980	5.0000	0.0980
3491	0.0000	0.0000	0.0000	0.0000
3551	3.0000	0.0400	3.0000	0.0400
3581	2.0000	0.0417	2.0000	0.0417
3611	3.0000	0.0353	3.0000	0.0353
3641	1.0000	0.0200	1.0000	0.0200
3671	2.0000	0.0206	2.0000	0.0206
3801	3.0000	0.1154	3.0000	0.1154
3831	4.0000	0.0449	4.0000	0.0449
3861	0.0000	0.0000	0.0000	0.0000
3891	0.0000	0.0000	0.0000	0.0000
3911	1.0000	0.0147	1.0000	0.0147
1000	2.0000	0.0190	2.0000	0.0190
1020	3.0000	0.0138	3.0000	0.0138
3951	1.0000	0.0256	1.0000	0.0256
1080	4.0000	0.0597	4.0000	0.0597
1120	5.0000	0.0562	5.0000	0.0562
3961	0.0000	0.0000	0.0000	0.0000
3971	1.0000	0.0161	1.0000	0.0161
4001	5.0000	0.0495	5.0000	0.0495
4061	1.0000	0.0169	1.0000	0.0169
4071	1.0000	0.0278	1.0000	0.0278
4081	0.0000	0.0000	0.0000	0.0000
4161	2.0000	0.0180	2.0000	0.0180
4181	1.0000	0.0125	1.0000	0.0125
4221	1.0000	0.0182	1.0000	0.0182
4281	1.0000	0.0312	1.0000	0.0312
4291	0.0000	0.0000	0.0000	0.0000
4761	0.0000	0.0000	0.0000	0.0000
4811	1.0000	0.0244	1.0000	0.0244
5361	7.0000	0.0307	7.0000	0.0307
5411	1.0000	0.0159	1.0000	0.0159
5541	2.0000	0.0333	2.0000	0.0333
5711	4.0000	0.0488	4.0000	0.0488
5811	1.0000	0.0200	1.0000	0.0200
5971	4.0000	0.0392	4.0000	0.0392
6001	3.0000	0.0714	3.0000	0.0714
6021	2.0000	0.0167	2.0000	0.0167
6031	3.0000	0.0366	3.0000	0.0366
6071	1.0000	0.0244	1.0000	0.0244
6241	3.0000	0.0476	3.0000	0.0476
6291	1.0000	0.0143	1.0000	0.0143
6351	2.0000	0.0294	2.0000	0.0294
6401	2.0000	0.0169	2.0000	0.0169
6421	3.0000	0.0625	3.0000	0.0625
6451	1.0000	0.0130	1.0000	0.0130
6581	16.0000	0.0479	16.0000	0.0479
6701	3.0000	0.0536	3.0000	0.0536
6711	1.0000	0.0227	1.0000	0.0227
6731	0.0000	0.0000	0.0000	0.0000
6821	4.0000	0.0571	4.0000	0.0571
6841	0.0000	0.0000	0.0000	0.0000
6871	1.0000	0.0106	1.0000	0.0106
6881	2.0000	0.0145	2.0000	0.0145
6891	1.0000	0.0143	1.0000	0.0143
7311	2.0000	0.0247	2.0000	0.0247
8481	0.0000	0.0000	0.0000	0.0000
12731	1.0000	0.0588	1.0000	0.0588
12931	3.0000	0.0417	3.0000	0.0417
14931	0.0000	0.0000	0.0000	0.0000
18091	0.0000	0.0000	0.0000	0.0000
4591	3.0000	0.0484	3.0000	0.0484
10401	0.0000	0.0000	0.0000	0.0000
15661	0.0000	0.0000	0.0000	0.0000
15681	1.0000	0.0141	1.0000	0.0141
15771	1.0000	0.0125	1.0000	0.0125
20111	5.0000	0.0877	5.0000	0.0877
20491	0.0000	0.0000	0.0000	0.0000
20581	2.0000	0.0476	2.0000	0.0476
20721	0.0000	0.0000	0.0000	0.0000
20811	2.0000	0.0148	2.0000	0.0148
22051	2.0000	0.0187	2.0000	0.0187
1011	2.0000	0.0244	2.0000	0.0244
7301	0.0000	0.0000	0.0000	0.0000
7901	0.0000	0.0000	0.0000	0.0000
2530	2.0000	0.0244	2.0000	0.0244
2540	3.0000	0.0265	3.0000	0.0265
8201	0.0000	0.0000	0.0000	0.0000
12871	6.0000	0.0392	6.0000	0.0392
12981	7.0000	0.0303	7.0000	0.0303
13021	23.0000	0.0175	23.0000	0.0175
5190	26.0000	0.0184	26.0000	0.0184
13921	3.0000	0.0370	3.0000	0.0370
18031	0.0000	0.0000	0.0000	0.0000
4571	1.0000	0.0063	1.0000	0.0063
5431	0.0000	0.0000	0.0000	0.0000
5461	1.0000	0.0159	1.0000	0.0159
10341	0.0000	0.0000	0.0000	0.0000
10351	1.0000	0.1429	1.0000	0.1429
15651	1.0000	0.0045	1.0000	0.0045
20091	0.0000	0.0000	0.0000	0.0000
21531	5.0000	0.0472	5.0000	0.0472
21611	4.0000	0.1481	4.0000	0.1481
911	0.0000	0.0000	0.0000	0.0000
931	0.0000	0.0000	0.0000	0.0000
7261	0.0000	0.0000	0.0000	0.0000
12801	2.0000	0.0220	2.0000	0.0220
12821	3.0000	0.0556	3.0000	0.0556
5060	7.0000	0.0722	7.0000	0.0722
5080	8.0000	0.0597	8.0000	0.0597
12841	2.0000	0.0392	2.0000	0.0392
13851	0.0000	0.0000	0.0000	0.0000
18001	6.0000	0.0550	6.0000	0.0550
18101	3.0000	0.0280	3.0000	0.0280
18301	0.0000	0.0000	0.0000	0.0000
7180	4.0000	0.0245	4.0000	0.0245
18461	2.0000	0.0213	2.0000	0.0213
18481	2.0000	0.0476	2.0000	0.0476
4491	1.0000	0.0093	1.0000	0.0093
6541	5.0000	0.0694	5.0000	0.0694
10251	0.0000	0.0000	0.0000	0.0000
10291	0.0000	0.0000	0.0000	0.0000
10331	7.0000	0.0380	7.0000	0.0380
3910	8.0000	0.0419	8.0000	0.0419
4010	13.0000	0.0307	13.0000	0.0307
10661	2.0000	0.0089	2.0000	0.0089
3920	3.0000	0.0122	3.0000	0.0122
3930	5.0000	0.0136	5.0000	0.0136
10691	1.0000	0.0128	1.0000	0.0128
3940	1.0000	0.0088	1.0000	0.0088
10741	3.0000	0.0105	3.0000	0.0105
3950	4.0000	0.0116	4.0000	0.0116
10881	1.0000	0.0149	1.0000	0.0149
10961	2.0000	0.0128	2.0000	0.0128
3980	3.0000	0.0147	3.0000	0.0147
4000	4.0000	0.0143	4.0000	0.0143
10991	1.0000	0.0052	1.0000	0.0052
15581	1.0000	0.0135	1.0000	0.0135
19991	0.0000	0.0000	0.0000	0.0000
811	2.0000	0.0667	2.0000	0.0667
1281	1.0000	0.0217	1.0000	0.0217
410	3.0000	0.0306	3.0000	0.0306
1471	4.0000	0.0351	4.0000	0.0351
420	5.0000	0.0424	5.0000	0.0424
2391	0.0000	0.0000	0.0000	0.0000
8101	2.0000	0.0333	2.0000	0.0333
2560	3.0000	0.0484	3.0000	0.0484
7231	1.0000	0.0090	1.0000	0.0090
7281	0.0000	0.0000	0.0000	0.0000
7291	0.0000	0.0000	0.0000	0.0000
7471	1.0000	0.0476	1.0000	0.0476
7481	2.0000	0.0667	2.0000	0.0667
7511	3.0000	0.0612	3.0000	0.0612
7601	1.0000	0.0115	1.0000	0.0115
2310	2.0000	0.0108	2.0000	0.0108
2380	4.0000	0.0165	4.0000	0.0165
2450	5.0000	0.0197	5.0000	0.0197
7641	2.0000	0.1111	2.0000	0.1111
7681	4.0000	0.0230	4.0000	0.0230
2370	5.0000	0.0167	5.0000	0.0167
2400	5.0000	0.0164	5.0000	0.0164
7811	0.0000	0.0000	0.0000	0.0000
7951	2.0000	0.0312	2.0000	0.0312
2770	4.0000	0.0288	4.0000	0.0288
2920	6.0000	0.0309	6.0000	0.0309
8051	1.0000	0.0667	1.0000	0.0667
12761	2.0000	0.0152	2.0000	0.0152
12921	2.0000	0.1538	2.0000	0.1538
5140	3.0000	0.1250	3.0000	0.1250
5660	7.0000	0.1321	7.0000	0.1321
12941	1.0000	0.0286	1.0000	0.0286
5170	2.0000	0.0435	2.0000	0.0435
13061	3.0000	0.1429	3.0000	0.1429
13221	1.0000	0.0909	1.0000	0.0909
13241	0.0000	0.0000	0.0000	0.0000
13711	2.0000	0.1333	2.0000	0.1333
13741	4.0000	0.2353	4.0000	0.2353
13771	1.0000	0.2000	1.0000	0.2000
13891	6.0000	0.0822	6.0000	0.0822
13901	4.0000	0.2500	4.0000	0.2500
13931	1.0000	0.0455	1.0000	0.0455
13941	1.0000	0.0667	1.0000	0.0667
13971	19.0000	0.1033	19.0000	0.1033
14261	1.0000	0.0476	1.0000	0.0476
14321	1.0000	0.0294	1.0000	0.0294
14331	0.0000	0.0000	0.0000	0.0000
14451	1.0000	0.0526	1.0000	0.0526
14521	2.0000	0.0588	2.0000	0.0588
14591	1.0000	0.0625	1.0000	0.0625
14621	2.0000	0.1333	2.0000	0.1333
15951	2.0000	0.0541	2.0000	0.0541
6670	2.0000	0.0270	2.0000	0.0270
6680	5.0000	0.0588	5.0000	0.0588
6690	6.0000	0.0517	6.0000	0.0517
16131	2.0000	0.0364	2.0000	0.0364
16261	1.0000	0.0625	1.0000	0.0625
17971	0.0000	0.0000	0.0000	0.0000
18221	0.0000	0.0000	0.0000	0.0000
4301	1.0000	0.0179	1.0000	0.0179
4341	3.0000	0.0400	3.0000	0.0400
10231	7.0000	0.0543	7.0000	0.0543
15531	2.0000	0.0317	2.0000	0.0317
19961	0.0000	0.0000	0.0000	0.0000
20021	1.0000	0.0263	1.0000	0.0263
20271	1.0000	0.0204	1.0000	0.0204
731	1.0000	0.0127	1.0000	0.0127
851	0.0000	0.0000	0.0000	0.0000
1161	2.0000	0.0113	2.0000	0.0113
190	11.0000	0.0249	11.0000	0.0249
1190	22.0000	0.0226	22.0000	0.0226
1351	7.0000	0.0167	7.0000	0.0167
530	8.0000	0.0184	8.0000	0.0184
1631	3.0000	0.0319	3.0000	0.0319
550	4.0000	0.0214	4.0000	0.0214
1711	4.0000	0.0234	4.0000	0.0234
540	7.0000	0.0251	7.0000	0.0251
2121	2.0000	0.0370	2.0000	0.0370
710	3.0000	0.0294	3.0000	0.0294
3331	2.0000	0.0312	2.0000	0.0312
4561	5.0000	0.0186	5.0000	0.0186
4891	3.0000	0.0183	3.0000	0.0183
4951	2.0000	0.0253	2.0000	0.0253
6221	13.0000	0.0411	13.0000	0.0411
6651	9.0000	0.0526	9.0000	0.0526
6851	1.0000	0.0149	1.0000	0.0149
6861	2.0000	0.2222	2.0000	0.2222
10391	3.0000	0.0300	3.0000	0.0300
10411	6.0000	0.0294	6.0000	0.0294
11701	2.0000	0.0408	2.0000	0.0408
7211	5.0000	0.0152	5.0000	0.0152
7531	0.0000	0.0000	0.0000	0.0000
7561	1.0000	0.2500	1.0000	0.2500
7611	1.0000	0.0625	1.0000	0.0625
10461	9.0000	0.0356	9.0000	0.0356
12681	1.0000	0.0185	1.0000	0.0185
13141	0.0000	0.0000	0.0000	0.0000
13611	2.0000	0.0500	2.0000	0.0500
13641	1.0000	0.0097	1.0000	0.0097
5570	2.0000	0.0147	2.0000	0.0147
17961	0.0000	0.0000	0.0000	0.0000
18631	0.0000	0.0000	0.0000	0.0000
7370	3.0000	0.0291	3.0000	0.0291
18761	1.0000	0.0159	1.0000	0.0159
7280	2.0000	0.0153	2.0000	0.0153
19261	0.0000	0.0000	0.0000	0.0000
4231	5.0000	0.0145	5.0000	0.0145
4251	2.0000	0.0241	2.0000	0.0241
4361	1.0000	0.0500	1.0000	0.0500
4481	0.0000	0.0000	0.0000	0.0000
4551	1.0000	0.0476	1.0000	0.0476
4621	0.0000	0.0000	0.0000	0.0000
7151	0.0000	0.0000	0.0000	0.0000
7181	0.0000	0.0000	0.0000	0.0000
10051	1.0000	0.0303	1.0000	0.0303
10101	0.0000	0.0000	0.0000	0.0000
10581	1.0000	0.0128	1.0000	0.0128
15451	2.0000	0.0606	2.0000	0.0606
15491	1.0000	0.0213	1.0000	0.0213
15501	1.0000	0.1111	1.0000	0.1111
15911	4.0000	0.0274	4.0000	0.0274
15921	0.0000	0.0000	0.0000	0.0000
15961	0.0000	0.0000	0.0000	0.0000
15981	2.0000	0.0233	2.0000	0.0233
16161	1.0000	0.0204	1.0000	0.0204
16421	1.0000	0.0476	1.0000	0.0476
19951	2.0000	0.0408	2.0000	0.0408
20161	0.0000	0.0000	0.0000	0.0000
20501	1.0000	0.1429	1.0000	0.1429
20781	2.0000	0.0128	2.0000	0.0128
20821	0.0000	0.0000	0.0000	0.0000
21551	2.0000	0.0085	2.0000	0.0085
701	0.0000	0.0000	0.0000	0.0000
721	0.0000	0.0000	0.0000	0.0000
1641	0.0000	0.0000	0.0000	0.0000
1741	0.0000	0.0000	0.0000	0.0000
1821	0.0000	0.0000	0.0000	0.0000
1901	0.0000	0.0000	0.0000	0.0000
1921	0.0000	0.0000	0.0000	0.0000
2151	0.0000	0.0000	0.0000	0.0000
3931	0.0000	0.0000	0.0000	0.0000
4511	0.0000	0.0000	0.0000	0.0000
1620	0.0000	0.0000	0.0000	0.0000
5731	0.0000	0.0000	0.0000	0.0000
8461	0.0000	0.0000	0.0000	0.0000
10821	0.0000	0.0000	0.0000	0.0000
10891	0.0000	0.0000	0.0000	0.0000
4270	3.0000	0.0082	3.0000	0.0082
12321	0.0000	0.0000	0.0000	0.0000
12541	0.0000	0.0000	0.0000	0.0000
4930	0.0000	0.0000	0.0000	0.0000
12551	0.0000	0.0000	0.0000	0.0000
7201	10.0000	0.0364	10.0000	0.0364
7241	2.0000	0.0870	2.0000	0.0870
3650	5.0000	0.0694	5.0000	0.0694
7541	1.0000	0.0152	1.0000	0.0152
2410	3.0000	0.0333	3.0000	0.0333
7621	1.0000	0.0294	1.0000	0.0294
7841	1.0000	0.0115	1.0000	0.0115
4050	4.0000	0.0317	4.0000	0.0317
7851	1.0000	0.0370	1.0000	0.0370
9801	0.0000	0.0000	0.0000	0.0000
3480	1.0000	0.0132	1.0000	0.0132
3660	2.0000	0.0132	2.0000	0.0132
3960	4.0000	0.0155	4.0000	0.0155
9961	4.0000	0.0488	4.0000	0.0488
10111	0.0000	0.0000	0.0000	0.0000
10121	1.0000	0.0250	1.0000	0.0250
10131	1.0000	0.1111	1.0000	0.1111
10321	6.0000	0.0429	6.0000	0.0429
3790	8.0000	0.0513	8.0000	0.0513
11041	1.0000	0.0357	1.0000	0.0357
4040	4.0000	0.0105	4.0000	0.0105
12671	1.0000	0.0133	1.0000	0.0133
17921	1.0000	0.0103	1.0000	0.0103
17931	1.0000	0.0286	1.0000	0.0286
17981	1.0000	0.1667	1.0000	0.1667
4191	1.0000	0.0263	1.0000	0.0263
10021	0.0000	0.0000	0.0000	0.0000
10271	0.0000	0.0000	0.0000	0.0000
10421	0.0000	0.0000	0.0000	0.0000
10791	0.0000	0.0000	0.0000	0.0000
10921	0.0000	0.0000	0.0000	0.0000
10941	0.0000	0.0000	0.0000	0.0000
11151	0.0000	0.0000	0.0000	0.0000
13681	0.0000	0.0000	0.0000	0.0000
14101	0.0000	0.0000	0.0000	0.0000
15441	3.0000	0.0291	3.0000	0.0291
15511	4.0000	0.0476	4.0000	0.0476
6420	7.0000	0.0303	7.0000	0.0303
6440	8.0000	0.0320	8.0000	0.0320
15541	2.0000	0.0282	2.0000	0.0282
19911	0.0000	0.0000	0.0000	0.0000
691	0.0000	0.0000	0.0000	0.0000
7171	2.0000	0.0153	2.0000	0.0153
11251	3.0000	0.0252	3.0000	0.0252
11391	1.0000	0.0370	1.0000	0.0370
12571	4.0000	0.0296	4.0000	0.0296
12611	8.0000	0.0324	8.0000	0.0324
17891	1.0000	0.0074	1.0000	0.0074
18011	2.0000	0.0217	2.0000	0.0217
18061	1.0000	0.0192	1.0000	0.0192
4111	1.0000	0.0091	1.0000	0.0091
9951	0.0000	0.0000	0.0000	0.0000
10071	0.0000	0.0000	0.0000	0.0000
10091	1.0000	0.0079	1.0000	0.0079
3640	3.0000	0.0135	3.0000	0.0135
3690	4.0000	0.0126	4.0000	0.0126
3720	5.0000	0.0120	5.0000	0.0120
3990	11.0000	0.0183	11.0000	0.0183
15431	3.0000	0.0411	3.0000	0.0411
15461	0.0000	0.0000	0.0000	0.0000
15521	2.0000	0.0351	2.0000	0.0351
19831	1.0000	0.0106	1.0000	0.0106
20051	0.0000	0.0000	0.0000	0.0000
681	5.0000	0.0224	5.0000	0.0224
981	0.0000	0.0000	0.0000	0.0000
1881	0.0000	0.0000	0.0000	0.0000
440	0.0000	0.0000	0.0000	0.0000
7131	1.0000	0.0083	1.0000	0.0083
20431	3.0000	0.0095	3.0000	0.0095
20441	8.0000	0.0281	8.0000	0.0281
12491	7.0000	0.0347	7.0000	0.0347
17881	7.0000	0.0368	7.0000	0.0368
4101	3.0000	0.0210	3.0000	0.0210
4131	1.0000	0.1250	1.0000	0.1250
4311	2.0000	0.0123	2.0000	0.0123
4351	2.0000	0.0225	2.0000	0.0225
1350	2.0000	0.0106	2.0000	0.0106
1390	2.0000	0.0088	2.0000	0.0088
15371	7.0000	0.0500	7.0000	0.0500
15641	2.0000	0.0250	2.0000	0.0250
19801	1.0000	0.0175	1.0000	0.0175
20041	3.0000	0.0429	3.0000	0.0429
20071	5.0000	0.0595	5.0000	0.0595
20101	4.0000	0.0606	4.0000	0.0606
20641	12.0000	0.1739	12.0000	0.1739
641	1.0000	0.0417	1.0000	0.0417
711	0.0000	0.0000	0.0000	0.0000
841	6.0000	0.0789	6.0000	0.0789
891	5.0000	0.0262	5.0000	0.0262
5031	0.0000	0.0000	0.0000	0.0000
1400	4.0000	0.0143	4.0000	0.0143
2090	7.0000	0.0179	7.0000	0.0179
2200	9.0000	0.0192	9.0000	0.0192
7091	0.0000	0.0000	0.0000	0.0000
2120	0.0000	0.0000	0.0000	0.0000
2210	1.0000	0.0064	1.0000	0.0064
6530	1.0000	0.0053	1.0000	0.0053
7271	11.0000	0.0412	11.0000	0.0412
6991	3.0000	0.0250	3.0000	0.0250
7011	8.0000	0.0526	8.0000	0.0526
7341	7.0000	0.0660	7.0000	0.0660
7881	1.0000	0.0033	1.0000	0.0033
12471	0.0000	0.0000	0.0000	0.0000
12721	0.0000	0.0000	0.0000	0.0000
12811	0.0000	0.0000	0.0000	0.0000
7200	2.0000	0.0187	2.0000	0.0187
18551	0.0000	0.0000	0.0000	0.0000
17741	2.0000	0.0202	2.0000	0.0202
17801	0.0000	0.0000	0.0000	0.0000
7230	2.0000	0.0194	2.0000	0.0194
17901	2.0000	0.0741	2.0000	0.0741
18321	1.0000	0.2500	1.0000	0.2500
18361	1.0000	0.1667	1.0000	0.1667
18651	2.0000	0.1667	2.0000	0.1667
18741	0.0000	0.0000	0.0000	0.0000
18781	3.0000	0.0136	3.0000	0.0136
3981	0.0000	0.0000	0.0000	0.0000
9831	3.0000	0.0435	3.0000	0.0435
15271	4.0000	0.0290	4.0000	0.0290
15291	1.0000	0.0263	1.0000	0.0263
15611	1.0000	0.0208	1.0000	0.0208
15631	1.0000	0.0222	1.0000	0.0222
15691	1.0000	0.0222	1.0000	0.0222
15821	11.0000	0.0437	11.0000	0.0437
16011	1.0000	0.0400	1.0000	0.0400
6800	4.0000	0.0580	4.0000	0.0580
16731	3.0000	0.0400	3.0000	0.0400
17731	2.0000	0.0241	2.0000	0.0241
19671	2.0000	0.0408	2.0000	0.0408
19681	2.0000	0.2857	2.0000	0.2857
19711	0.0000	0.0000	0.0000	0.0000
7440	1.0000	0.0270	1.0000	0.0270
7590	4.0000	0.0690	4.0000	0.0690
19741	5.0000	0.1163	5.0000	0.1163
7600	5.0000	0.0909	5.0000	0.0909
7670	8.0000	0.1194	8.0000	0.1194
19761	1.0000	0.0333	1.0000	0.0333
19781	9.0000	0.1364	9.0000	0.1364
19791	5.0000	0.0641	5.0000	0.0641
7470	7.0000	0.0378	7.0000	0.0378
7490	8.0000	0.0390	8.0000	0.0390
611	2.0000	0.0455	2.0000	0.0455
651	0.0000	0.0000	0.0000	0.0000
110	0.0000	0.0000	0.0000	0.0000
500	1.0000	0.0135	1.0000	0.0135
741	0.0000	0.0000	0.0000	0.0000
100	1.0000	0.0294	1.0000	0.0294
1781	2.0000	0.0426	2.0000	0.0426
490	2.0000	0.0159	2.0000	0.0159
6921	2.0000	0.0143	2.0000	0.0143
7041	2.0000	0.0476	2.0000	0.0476
7051	5.0000	0.0926	5.0000	0.0926
12451	6.0000	0.0240	6.0000	0.0240
12631	1.0000	0.0385	1.0000	0.0385
17651	3.0000	0.0566	3.0000	0.0566
17701	3.0000	0.0600	3.0000	0.0600
17721	5.0000	0.0676	5.0000	0.0676
17821	3.0000	0.0441	3.0000	0.0441
7130	4.0000	0.0440	4.0000	0.0440
7250	4.0000	0.0388	4.0000	0.0388
17831	2.0000	0.0488	2.0000	0.0488
7080	3.0000	0.0405	3.0000	0.0405
18051	7.0000	0.0778	7.0000	0.0778
7120	8.0000	0.0630	8.0000	0.0630
18371	3.0000	0.0246	3.0000	0.0246
7210	4.0000	0.0282	4.0000	0.0282
18431	0.0000	0.0000	0.0000	0.0000
7220	1.0000	0.0127	1.0000	0.0127
7240	3.0000	0.0199	3.0000	0.0199
7260	3.0000	0.0172	3.0000	0.0172
18831	2.0000	0.0645	2.0000	0.0645
3941	0.0000	0.0000	0.0000	0.0000
5051	1.0000	0.0156	1.0000	0.0156
9811	1.0000	0.0526	1.0000	0.0526
12951	0.0000	0.0000	0.0000	0.0000
13251	0.0000	0.0000	0.0000	0.0000
13271	4.0000	0.0354	4.0000	0.0354
14071	1.0000	0.0303	1.0000	0.0303
15261	0.0000	0.0000	0.0000	0.0000
15401	3.0000	0.0183	3.0000	0.0183
15251	1.0000	0.0345	1.0000	0.0345
19621	5.0000	0.1020	5.0000	0.1020
19841	2.0000	0.0408	2.0000	0.0408
601	0.0000	0.0000	0.0000	0.0000
951	1.0000	0.0098	1.0000	0.0098
1541	1.0000	0.0625	1.0000	0.0625
1551	2.0000	0.0385	2.0000	0.0385
2451	1.0000	0.0185	1.0000	0.0185
6901	11.0000	0.0351	11.0000	0.0351
6931	0.0000	0.0000	0.0000	0.0000
7021	7.0000	0.0352	7.0000	0.0352
7701	2.0000	0.0196	2.0000	0.0196
7771	2.0000	0.0312	2.0000	0.0312
12361	1.0000	0.0123	1.0000	0.0123
17621	1.0000	0.0077	1.0000	0.0077
17661	4.0000	0.0172	4.0000	0.0172
17671	2.0000	0.0455	2.0000	0.0455
17771	1.0000	0.0417	1.0000	0.0417
7290	1.0000	0.0263	1.0000	0.0263
18991	2.0000	0.0114	2.0000	0.0114
19021	2.0000	0.0606	2.0000	0.0606
7330	3.0000	0.0750	3.0000	0.0750
19041	3.0000	0.1364	3.0000	0.1364
3701	3.0000	0.0229	3.0000	0.0229
4031	4.0000	0.0364	4.0000	0.0364
12201	2.0000	0.0153	2.0000	0.0153
12501	0.0000	0.0000	0.0000	0.0000
12511	0.0000	0.0000	0.0000	0.0000
4860	2.0000	0.0204	2.0000	0.0204
5160	6.0000	0.0333	6.0000	0.0333
12621	1.0000	0.0526	1.0000	0.0526
4980	1.0000	0.0244	1.0000	0.0244
5020	5.0000	0.0694	5.0000	0.0694
5150	5.0000	0.0641	5.0000	0.0641
12851	0.0000	0.0000	0.0000	0.0000
5620	1.0000	0.0200	1.0000	0.0200
12961	9.0000	0.0191	9.0000	0.0191
13581	4.0000	0.0426	4.0000	0.0426
5730	9.0000	0.0577	9.0000	0.0577
5860	10.0000	0.0476	10.0000	0.0476
13821	1.0000	0.0294	1.0000	0.0294
6380	1.0000	0.0100	1.0000	0.0100
6400	3.0000	0.0191	3.0000	0.0191
6410	5.0000	0.0158	5.0000	0.0158
14241	2.0000	0.0476	2.0000	0.0476
15311	0.0000	0.0000	0.0000	0.0000
15331	5.0000	0.0325	5.0000	0.0325
21061	1.0000	0.0278	1.0000	0.0278
9781	3.0000	0.0492	3.0000	0.0492
9851	0.0000	0.0000	0.0000	0.0000
9861	2.0000	0.0196	2.0000	0.0196
3630	3.0000	0.0265	3.0000	0.0265
10081	1.0000	0.0189	1.0000	0.0189
15211	5.0000	0.0360	5.0000	0.0360
15301	5.0000	0.0365	5.0000	0.0365
15411	3.0000	0.0254	3.0000	0.0254
6360	8.0000	0.0255	8.0000	0.0255
15591	6.0000	0.0566	6.0000	0.0566
16871	5.0000	0.0259	5.0000	0.0259
7090	6.0000	0.0202	6.0000	0.0202
7100	6.0000	0.0185	6.0000	0.0185
16921	7.0000	0.0547	7.0000	0.0547
21071	1.0000	0.0278	1.0000	0.0278
19591	0.0000	0.0000	0.0000	0.0000
19651	1.0000	0.0769	1.0000	0.0769
19721	0.0000	0.0000	0.0000	0.0000
19811	0.0000	0.0000	0.0000	0.0000
20011	1.0000	0.0263	1.0000	0.0263
581	0.0000	0.0000	0.0000	0.0000
661	0.0000	0.0000	0.0000	0.0000
2741	0.0000	0.0000	0.0000	0.0000
6801	2.0000	0.0179	2.0000	0.0179
12311	4.0000	0.0104	4.0000	0.0104
12591	1.0000	0.0109	1.0000	0.0109
13111	0.0000	0.0000	0.0000	0.0000
5350	2.0000	0.0070	2.0000	0.0070
5360	2.0000	0.0058	2.0000	0.0058
7810	3.0000	0.0074	3.0000	0.0074
